######################################################################
LUPTABLE
899 1304.0
71	3	7	7	6	7	 -63	-181.5
72	3	8	8	5	7	-183	-181.5
73	3	9	9	4	7	-315	-181.5
74	3	10	10	3	7	-441	-181.5
75	3	11	11	2	7	-567	-181.5
76	3	12	12	1	7	-693	-181.5
77	3	13	13	6	8	 -63	-302.5
78	3	14	14	5	8	-183	-302.5
79	3	15	15	4	8	-315	-302.5
80	3	16	16	3	8	-441	-302.5
81	3	17	17	2	8	-567	-302.5
82	3	18	18	1	8	-693	-302.5
83	3	19	19	6	9	 -63	-423.5
84	3	20	20	5	9	-183	-423.5
85	3	21	21	4	9	-315	-423.5
86	3	22	22	3	9	-441	-423.5
87	3	23	23	2	9	-567	-423.5
88	3	24	24	1	9	-693	-423.5
89	3	25	25	6	10	 -63	-544.5
90	3	26	26	5	10	-183	-544.5
91	3	27	27	4	10	-315	-544.5
92	3	28	28	3	10	-441	-544.5
93	3	29	29	2	10	-567	-544.5
95	3	31	30	1	10	-693	-544.5
97	4	1	1	1	1	-693	544.5
98	4	2	2	2	1	-567	544.5
99	4	3	3	3	1	-441	544.5
100	4	4	4	4	1	-315	544.5
101	4	5	5	5	1	-183	544.5
102	4	6	6	6	1	 -63	544.5
103	4	7	7	1	2	-693	423.5
104	4	8	8	2	2	-567	423.5
105	4	9	9	3	2	-441	423.5
106	4	10	10	4	2	-315	423.5
107	4	11	11	5	2	-183	423.5
108	4	12	12	6	2	 -63	423.5
109	4	13	13	1	3	-693	302.5
110	4	14	14	2	3	-567	302.5
111	4	15	15	3	3	-441	302.5
112	4	16	16	4	3	-315	302.5
113	4	17	17	5	3	-183	302.5
114	4	18	18	6	3	 -63	302.5
115	4	19	19	1	4	-693	181.5
116	4	20	20	2	4	-567	181.5
117	4	21	21	3	4	-441	181.5
118	4	22	22	4	4	-315	181.5
119	4	23	23	5	4	-183	181.5
120	4	24	24	6	4	 -63	181.5
121	4	25	25	1	5	-693	 60.5
122	4	26	26	2	5	-567	 60.5
123	4	27	27	3	5	-441	 60.5
124	4	28	28	4	5	-315	 60.5
125	4	29	29	5	5	-183	 60.5
126	4	30	30	6	5	 -63	 60.5
###################################################################################

###################################################################################
LUPTABLE
871 87.0 
1	1	1	1	7	5	 63	 60.5
2	1	2	2	8	5	189	 60.5
3	1	3	3	9	5	315	 60.5
4	1	4	4	10	5	441	 60.5
5	1	5	5	11	5	567	 60.5
6	1	6	6	12	5	693	 60.5
7	1	7	7	7	4	 63	181.5
8	1	8	8	8	4	189	181.5
9	1	9	9	9	4	315	181.5
10	1	10	10	10	4	441	181.5
11	1	11	11	11	4	567	181.5
12	1	12	12	12	4	693	181.5
13	1	13	13	7	3	 63	302.5
14	1	14	14	8	3	189	302.5
15	1	15	15	9	3	315	302.5
16	1	16	16	10	3	441	302.5
17	1	17	17	11	3	567	302.5
18	1	18	18	12	3	693	302.5
19	1	19	19	7	2	 63	423.5
20	1	20	20	8	2	189	423.5
21	1	21	21	9	2	315	423.5
22	1	22	22	10	2	441	423.5
23	1	23	23	11	2	567	423.5
24	1	24	24	12	2	693	423.5
25	1	25	25	7	1	 63	544.5
26	1	26	26	8	1	189	544.5
27	1	27	27	9	1	315	544.5
28	1	28	28	10	1	441	544.5
29	1	29	29	11	1	567	544.5
31 	1	31	30	12 	1	693	544.5
33	2	1	1	12	10	693	-544.5
34	2	2	2	11	10	567	-544.5
35	2	3	3	10	10	441	-544.5
36	2	4	4	9	10	315	-544.5
37	2	5	5	8	10	189	-544.5
38	2	6	6	7	10	 63	-544.5
39	2	7	7	12	9	693	-423.5
40	2	8	8	11	9	567	-423.5
41	2	9	9	10	9	441	-423.5
42	2	10	10	9	9	315	-423.5
43	2	11	11	8	9	189	-423.5
44	2	12	12	7	9	 63	-423.5
45	2	13	13	12	8	693	-302.5
46	2	14	14	11	8	567	-302.5
47	2	15	15	10	8	441	-302.5
48	2	16	16	9	8	315	-302.5
49	2	17	17	8	8	189	-302.5
50	2	18	18	7	8	 63	-302.5
51	2	19	19	12	7	693	-181.5
52	2	20	20	11	7	567	-181.5
53	2	21	21	10	7	441	-181.5
54	2	22	22	9	7	315	-181.5
55	2	23	23	8	7	189	-181.5
56	2	24	24	7	7	 63	-181.5
57	2	25	25	12	6	693	 -60.5
58	2	26	26	11	6	567	 -60.5
59	2	27	27	10	6	441	 -60.5
60	2	28	28	9	6	315	 -60.5
61	2	29	29	8	6	189	 -60.5
62	2	30	30	7	6	  63	 -60.5
65	3	1	1	6	6	 -63	 -60.5
66	3	2	2	5	6	-183	 -60.5
67	3	3	3	4	6	-315	 -60.5
68	3	4	4	3	6	-441	 -60.5
69	3	5	5	2	6	-567	 -60.5
70	3	6	6	1	6	-693	 -60.5
71	3	7	7	6	7	 -63	-181.5
72	3	8	8	5	7	-183	-181.5
73	3	9	9	4	7	-315	-181.5
74	3	10	10	3	7	-441	-181.5
75	3	11	11	2	7	-567	-181.5
76	3	12	12	1	7	-693	-181.5
77	3	13	13	6	8	 -63	-302.5
78	3	14	14	5	8	-183	-302.5
79	3	15	15	4	8	-315	-302.5
80	3	16	16	3	8	-441	-302.5
81	3	17	17	2	8	-567	-302.5
82	3	18	18	1	8	-693	-302.5
83	3	19	19	6	9	 -63	-423.5
84	3	20	20	5	9	-183	-423.5
85	3	21	21	4	9	-315	-423.5
86	3	22	22	3	9	-441	-423.5
87	3	23	23	2	9	-567	-423.5
88	3	24	24	1	9	-693	-423.5
89	3	25	25	6	10	 -63	-544.5
90	3	26	26	5	10	-183	-544.5
91	3	27	27	4	10	-315	-544.5
92	3	28	28	3	10	-441	-544.5
93	3	29	29	2	10	-567	-544.5
94	3	30	30	1	10	-693	-544.5
97	4	1	1	1	1	-693	544.5
98	4	2	2	2	1	-567	544.5
99	4	3	3	3	1	-441	544.5
100	4	4	4	4	1	-315	544.5
101	4	5	5	5	1	-183	544.5
102	4	6	6	6	1	 -63	544.5
103	4	7	7	1	2	-693	423.5
104	4	8	8	2	2	-567	423.5
105	4	9	9	3	2	-441	423.5
106	4	10	10	4	2	-315	423.5
107	4	11	11	5	2	-183	423.5
108	4	12	12	6	2	 -63	423.5
109	4	13	13	1	3	-693	302.5
110	4	14	14	2	3	-567	302.5
111	4	15	15	3	3	-441	302.5
112	4	16	16	4	3	-315	302.5
113	4	17	17	5	3	-183	302.5
114	4	18	18	6	3	 -63	302.5
115	4	19	19	1	4	-693	181.5
116	4	20	20	2	4	-567	181.5
117	4	21	21	3	4	-441	181.5
118	4	22	22	4	4	-315	181.5
119	4	23	23	5	4	-183	181.5
120	4	24	24	6	4	 -63	181.5
121	4	25	25	1	5	-693	 60.5
122	4	26	26	2	5	-567	 60.5
123	4	27	27	3	5	-441	 60.5
124	4	28	28	4	5	-315	 60.5
125	4	29	29	5	5	-183	 60.5
126	4	30	30	6	5	 -63	 60.5
###################################################################################

###################################################################################
LUPTABLE
888 1826.0
1	1	1	1	7	5	 63	 60.5
2	1	2	2	8	5	189	 60.5
3	1	3	3	9	5	315	 60.5
4	1	4	4	10	5	441	 60.5
5	1	5	5	11	5	567	 60.5
6	1	6	6	12	5	693	 60.5
7	1	7	7	7	4	 63	181.5
8	1	8	8	8	4	189	181.5
9	1	9	9	9	4	315	181.5
10	1	10	10	10	4	441	181.5
11	1	11	11	11	4	567	181.5
12	1	12	12	12	4	693	181.5
13	1	13	13	7	3	 63	302.5
14	1	14	14	8	3	189	302.5
15	1	15	15	9	3	315	302.5
16	1	16	16	10	3	441	302.5
17	1	17	17	11	3	567	302.5
18	1	18	18	12	3	693	302.5
19	1	19	19	7	2	 63	423.5
20	1	20	20	8	2	189	423.5
21	1	21	21	9	2	315	423.5
22	1	22	22	10	2	441	423.5
23	1	23	23	11	2	567	423.5
24	1	24	24	12	2	693	423.5
25	1	25	25	7	1	 63	544.5
26	1	26	26	8	1	189	544.5
27	1	27	27	9	1	315	544.5
28	1	28	28	10	1	441	544.5
29	1	29	29	11	1	567	544.5
30 	1	30	30	12 	1	693	544.5
33	2	1	1	12	10	693	-544.5
34	2	2	2	11	10	567	-544.5
35	2	3	3	10	10	441	-544.5
36	2	4	4	9	10	315	-544.5
37	2	5	5	8	10	189	-544.5
38	2	6	6	7	10	 63	-544.5
39	2	7	7	12	9	693	-423.5
40	2	8	8	11	9	567	-423.5
41	2	9	9	10	9	441	-423.5
42	2	10	10	9	9	315	-423.5
43	2	11	11	8	9	189	-423.5
44	2	12	12	7	9	 63	-423.5
45	2	13	13	12	8	693	-302.5
46	2	14	14	11	8	567	-302.5
47	2	15	15	10	8	441	-302.5
48	2	16	16	9	8	315	-302.5
49	2	17	17	8	8	189	-302.5
50	2	18	18	7	8	 63	-302.5
51	2	19	19	12	7	693	-181.5
52	2	20	20	11	7	567	-181.5
53	2	21	21	10	7	441	-181.5
54	2	22	22	9	7	315	-181.5
55	2	23	23	8	7	189	-181.5
56	2	24	24	7	7	 63	-181.5
57	2	25	25	12	6	693	 -60.5
58	2	26	26	11	6	567	 -60.5
59	2	27	27	10	6	441	 -60.5
60	2	28	28	9	6	315	 -60.5
61	2	29	29	8	6	189	 -60.5
62	2	30	30	7	6	 63	 -60.5
65	3	1	1	6	6	 -63	 -60.5
66	3	2	2	5	6	-183	 -60.5
67	3	3	3	4	6	-315	 -60.5
68	3	4	4	3	6	-441	 -60.5
69	3	5	5	2	6	-567	 -60.5
70	3	6	6	1	6	-693	 -60.5
71	3	7	7	6	7	 -63	-181.5
72	3	8	8	5	7	-183	-181.5
73	3	9	9	4	7	-315	-181.5
74	3	10	10	3	7	-441	-181.5
75	3	11	11	2	7	-567	-181.5
76	3	12	12	1	7	-693	-181.5
77	3	13	13	6	8	 -63	-302.5
78	3	14	14	5	8	-183	-302.5
79	3	15	15	4	8	-315	-302.5
80	3	16	16	3	8	-441	-302.5
81	3	17	17	2	8	-567	-302.5
82	3	18	18	1	8	-693	-302.5
83	3	19	19	6	9	 -63	-423.5
84	3	20	20	5	9	-183	-423.5
85	3	21	21	4	9	-315	-423.5
86	3	22	22	3	9	-441	-423.5
87	3	23	23	2	9	-567	-423.5
88	3	24	24	1	9	-693	-423.5
89	3	25	25	6	10	 -63	-544.5
90	3	26	26	5	10	-183	-544.5
91	3	27	27	4	10	-315	-544.5
92	3	28	28	3	10	-441	-544.5
93	3	29	29	2	10	-567	-544.5
94	3	30	30	1	10	-693	-544.5
97	4	1	1	1	1	-693	544.5
98	4	2	2	2	1	-567	544.5
99	4	3	3	3	1	-441	544.5
100	4	4	4	4	1	-315	544.5
101	4	5	5	5	1	-183	544.5
102	4	6	6	6	1	 -63	544.5
103	4	7	7	1	2	-693	423.5
104	4	8	8	2	2	-567	423.5
105	4	9	9	3	2	-441	423.5
106	4	10	10	4	2	-315	423.5
107	4	11	11	5	2	-183	423.5
108	4	12	12	6	2	 -63	423.5
109	4	13	13	1	3	-693	302.5
110	4	14	14	2	3	-567	302.5
111	4	15	15	3	3	-441	302.5
112	4	16	16	4	3	-315	302.5
113	4	17	17	5	3	-183	302.5
114	4	18	18	6	3	 -63	302.5
115	4	19	19	1	4	-693	181.5
116	4	20	20	2	4	-567	181.5
117	4	21	21	3	4	-441	181.5
118	4	22	22	4	4	-315	181.5
119	4	23	23	5	4	-183	181.5
120	4	24	24	6	4	 -63	181.5
121	4	25	25	1	5	-693	 60.5
122	4	26	26	2	5	-567	 60.5
123	4	27	27	3	5	-441	 60.5
124	4	28	28	4	5	-315	 60.5
125	4	29	29	5	5	-183	 60.5
126	4	30	30	6	5	 -63	 60.5
###################################################################################

